Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_n,CryoSleep_n,Destination_n,VIP_n,total_consumed,total_consumed_2,been_in_RoomService,been_in_Spa,been_in_VRDeck,been_in_FoodCourt,been_in_ShoppingMall,total_consumed_3,has_consumed_high,has_consumed_low,Transported_n
28.771968503937007,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,0.0,0.0,0.0,484.0,344.0,0,1,0,0,828.0,2,0,1,1,0,0,0,1,0,0
18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
40.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,0.0,810.0,0.0,77.0,62.0,0,1,0,0,949.0,2,0,1,1,1,0,1,1,1,0
20.0,212.0,0.0,991.0,0.0,13.0,2,1,0,0,1216.0,2,1,0,1,0,1,1,1,1,0
41.0,0.0,7621.0,0.0,0.0,1.0,1,1,0,0,7622.0,1,0,0,1,1,0,1,1,1,0
23.0,382.0,0.0,398.0,8.0,0.0,0,1,0,0,788.0,2,1,1,0,0,1,1,1,1,0
26.0,0.0,451.96167494677076,0.0,1.0,48.0,0,1,0,0,500.96167494677076,2,0,1,1,1,0,1,1,1,1
47.0,0.0,3.0,133.0,0.0,772.0,0,1,0,0,908.0,1,0,0,1,1,1,2,1,1,0
58.0,52.0,0.0,5.0,517.0,0.0,0,1,1,0,574.0,2,1,1,0,0,1,1,1,1,0
21.0,526.0,0.0,174.90603284902085,258.0,0.0,0,1,0,0,958.9060328490209,2,1,1,0,0,1,1,1,1,0
32.0,0.0,0.0,47.0,857.0,23.0,0,1,0,0,927.0,2,0,1,1,0,1,1,1,1,0
33.0,0.0,2333.0,0.0,106.0,896.0,1,1,1,0,3335.0,2,0,1,1,1,0,1,1,1,0
23.0,13.0,747.0,0.0,0.0,128.0,0,1,0,0,888.0,2,1,0,1,1,0,1,1,1,0
25.0,0.0,4612.0,0.0,2585.0,1919.0,1,1,0,0,9116.0,2,0,1,1,1,0,1,1,1,0
36.0,0.0,0.0,174.90603284902085,0.0,0.0,2,0,0,0,174.90603284902085,0,0,0,0,0,1,1,0,1,1
17.0,68.0,5.0,0.0,692.0,81.0,0,1,1,0,846.0,3,1,1,1,1,0,1,1,1,0
39.0,0.0,60.0,0.0,310.0,4674.0,1,1,1,0,5044.0,2,0,1,1,1,0,1,1,1,0
22.0,0.0,0.0,0.0,0.0,306.7894819713431,1,0,1,0,306.7894819713431,1,0,0,1,0,0,0,1,0,1
20.0,2024.0,0.0,269.0,13.0,0.0,2,1,0,0,2306.0,2,1,1,0,0,1,1,1,1,0
30.0,0.0,95.0,0.0,441.0,1023.0,0,1,0,0,1559.0,2,0,1,1,1,0,1,1,1,0
27.0,66.0,1736.0,0.0,0.0,15.0,0,1,0,0,1817.0,2,1,0,1,1,0,1,1,1,0
34.0,162.0,0.0,690.0,28.0,0.0,2,1,2,0,880.0,2,1,1,0,0,1,1,1,1,0
28.0,1789.0,0.0,597.0,0.0,120.0,2,1,0,0,2506.0,2,1,0,1,0,1,1,1,1,0
25.0,0.0,571.0,0.0,467.0,913.0,1,1,0,0,1951.0,2,0,1,1,1,0,1,1,1,0
24.0,0.0,217.0,0.0,77.0,510.0,0,1,0,0,804.0,2,0,1,1,1,0,1,1,1,0
25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
20.0,1040.0,2487.0,0.0,174.0,182.0,1,1,0,0,3883.0,3,1,1,1,1,0,1,1,1,1
28.0,2.0,2144.0,0.0,435.0,5872.0,1,1,1,1,8453.0,3,1,1,1,1,0,1,1,1,0
6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,523.0,2.0,0.0,16.0,14834.0,1,1,0,0,15375.0,3,1,1,1,1,0,1,1,1,0
20.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
38.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
47.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
28.0,783.0,451.96167494677076,274.0,0.0,0.0,2,1,0,0,1508.9616749467707,1,1,0,0,1,1,2,1,1,0
43.0,0.0,0.0,870.0,0.0,14.0,0,1,0,0,884.0,1,0,0,1,0,1,1,1,1,1
18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,804.0,2.0,13.0,0.0,62.0,0,1,0,0,881.0,2,1,0,1,1,1,2,1,1,0
15.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
25.0,0.0,1412.0,0.0,9.0,279.0,0,1,0,0,1700.0,2,0,1,1,1,0,1,1,1,0
47.0,0.0,0.0,16.0,3.0,854.0,0,1,0,0,873.0,2,0,1,1,0,1,1,1,1,0
30.0,69.0,0.0,2.0,653.0,0.0,0,1,0,0,724.0,2,1,1,0,0,1,1,1,1,0
17.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
40.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
40.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,0.0,0.0,174.90603284902085,0.0,0.0,0,0,0,0,174.90603284902085,0,0,0,0,0,1,1,0,1,0
16.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
59.0,0.0,664.0,0.0,144.0,141.0,0,1,0,0,949.0,2,0,1,1,1,0,1,1,1,1
9.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,1
20.0,3191.0,0.0,211.0,21.0,117.0,2,1,0,0,3540.0,3,1,1,1,0,1,1,1,1,0
9.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
43.0,0.0,0.0,0.0,0.0,306.7894819713431,0,0,0,0,306.7894819713431,1,0,0,1,0,0,0,1,0,1
21.0,15.0,345.0,18.0,486.0,0.0,0,1,0,0,864.0,2,1,1,0,1,1,2,1,1,0
12.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0
23.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,0.0,0.0,0.0,308.4769036733407,0.0,0,0,0,0,308.4769036733407,1,0,1,0,0,0,0,1,0,0
27.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
35.0,227.0,117.0,394.0,9.0,56.0,0,1,0,0,803.0,3,1,1,1,1,1,2,1,1,0
21.0,17.0,0.0,0.0,595.0,0.0,0,1,2,0,612.0,2,1,1,0,0,0,0,1,0,0
19.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
64.0,469.0,700.0,2.0,1.0,0.0,-1,1,0,0,1172.0,2,1,1,0,1,1,2,1,1,0
47.0,0.0,0.0,0.0,308.4769036733407,0.0,1,0,1,0,308.4769036733407,1,0,1,0,0,0,0,1,0,0
32.0,131.0,0.0,174.90603284902085,5.0,0.0,0,1,0,0,310.90603284902085,2,1,1,0,0,1,1,1,1,0
19.0,0.0,649.0,54.0,0.0,0.0,0,1,0,0,703.0,0,0,0,0,1,1,2,0,1,0
36.0,0.0,9532.0,0.0,2326.0,461.0,1,1,0,0,12319.0,2,0,1,1,1,0,1,1,1,0
71.0,0.0,0.0,174.90603284902085,0.0,0.0,2,0,0,0,174.90603284902085,0,0,0,0,0,1,1,0,1,0
19.0,1.0,4.0,0.0,750.0,3.0,0,1,0,0,758.0,3,1,1,1,1,0,1,1,1,0
43.0,29.0,677.0,0.0,1.0,9.0,0,1,1,0,716.0,3,1,1,1,1,0,1,1,1,0
35.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
35.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
15.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
41.0,0.0,1562.0,0.0,2.0,16.0,1,1,0,0,1580.0,2,0,1,1,1,0,1,1,1,1
22.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
50.0,0.0,358.0,0.0,620.0,4.0,0,1,0,0,982.0,2,0,1,1,1,0,1,1,1,0
25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
37.0,0.0,27.0,11.0,732.0,5.0,0,1,0,0,775.0,2,0,1,1,1,1,2,1,1,0
29.0,0.0,451.96167494677076,0.0,0.0,0.0,2,0,0,0,451.96167494677076,0,0,0,0,1,0,1,0,1,1
19.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,112.0,0.0,265.0,396.0,0.0,0,1,0,0,773.0,2,1,1,0,0,1,1,1,1,0
28.771968503937007,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
29.0,767.0,16.0,9.0,0.0,0.0,0,1,0,0,792.0,1,1,0,0,1,1,2,1,1,0
18.0,3458.0,0.0,216.0,0.0,0.0,2,1,0,0,3674.0,1,1,0,0,0,1,1,1,1,0
24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,158.0,0.0,1271.0,0.0,71.0,0,1,0,0,1500.0,2,1,0,1,0,1,1,1,1,0
32.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
40.0,1114.0,0.0,193.0,0.0,1.0,2,1,0,0,1308.0,2,1,0,1,0,1,1,1,1,0
14.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,0.0,537.0,0.0,5.0,197.0,0,1,0,0,739.0,2,0,1,1,1,0,1,1,1,1
55.0,1054.0,0.0,2.0,0.0,1.0,2,1,0,0,1057.0,2,1,0,1,0,1,1,1,1,0
15.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
51.0,180.0,0.0,439.0,1603.0,0.0,2,1,0,0,2222.0,2,1,1,0,0,1,1,1,1,0
30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1,0.0,0,0,0,0,0,0,0,0,0,1
34.0,0.0,382.0,0.0,87.0,236.0,0,1,1,0,705.0,2,0,1,1,1,0,1,1,1,0
19.0,37.0,0.0,1288.0,0.0,0.0,2,1,0,0,1325.0,1,1,0,0,0,1,1,1,1,1
44.0,222.89785157787045,0.0,0.0,0.0,0.0,1,0,-1,0,222.89785157787045,1,1,0,0,0,0,0,1,0,1
27.0,0.0,0.0,0.0,0.0,306.7894819713431,2,1,0,0,306.7894819713431,1,0,0,1,0,0,0,1,0,0
28.0,0.0,53.0,0.0,732.0,6.0,0,1,0,0,791.0,2,0,1,1,1,0,1,1,1,0
20.0,0.0,0.0,0.0,0.0,306.7894819713431,2,0,0,0,306.7894819713431,1,0,0,1,0,0,0,1,0,1
24.0,1158.0,193.0,798.0,2.0,0.0,0,1,0,0,2151.0,2,1,1,0,1,1,2,1,1,0
16.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
37.0,636.0,333.0,0.0,205.0,67.0,1,1,0,0,1241.0,3,1,1,1,1,0,1,1,1,0
32.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
7.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
23.0,0.0,24.0,0.0,55.0,7516.0,1,1,0,0,7595.0,2,0,1,1,1,0,1,1,1,0
28.771968503937007,0.0,0.0,0.0,0.0,0.0,0,-1,1,0,0.0,0,0,0,0,0,0,0,0,0,0
28.771968503937007,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
29.0,0.0,5.0,2.0,0.0,963.0,0,1,0,0,970.0,1,0,0,1,1,1,2,1,1,0
29.0,1694.0,3.0,0.0,0.0,80.0,0,1,0,0,1777.0,2,1,0,1,1,0,1,1,1,0
47.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
29.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,556.0,0.0,0.0,852.0,6.0,2,1,0,0,1414.0,3,1,1,1,0,0,0,1,0,1
41.0,6.0,1.0,11.0,1046.0,0.0,-1,1,0,0,1064.0,2,1,1,0,1,1,2,1,1,0
27.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,0.0,5.0,573.0,124.0,0.0,0,1,1,-1,702.0,1,0,1,0,1,1,2,1,1,0
33.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
28.771968503937007,112.0,473.0,0.0,92.0,0.0,0,1,2,0,677.0,2,1,1,0,1,0,1,1,1,0
18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,0.0,1059.0,14.0,79.0,0.0,0,1,0,0,1152.0,1,0,1,0,1,1,2,1,1,0
40.0,521.0,4.0,53.0,70.0,141.0,-1,1,0,0,789.0,3,1,1,1,1,1,2,1,1,0
20.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
58.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
19.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
19.0,7.0,568.0,17.0,54.0,1.0,0,1,0,0,647.0,3,1,1,1,1,1,2,1,1,0
56.0,53.0,3033.0,0.0,140.0,6102.0,1,1,1,0,9328.0,3,1,1,1,1,0,1,1,1,0
38.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
28.0,0.0,26.0,88.0,5.0,754.0,0,1,0,0,873.0,2,0,1,1,1,1,2,1,1,0
48.0,313.0,2864.0,0.0,0.0,12424.0,1,1,0,1,15601.0,2,1,0,1,1,0,1,1,1,0
22.0,1.0,0.0,10.0,625.0,0.0,0,1,0,0,636.0,2,1,1,0,0,1,1,1,1,0
41.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
59.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
29.0,2.0,3.0,1501.0,26.0,0.0,0,1,2,0,1532.0,2,1,1,0,1,1,2,1,1,1
27.0,0.0,0.0,8.0,1227.0,13.0,0,1,0,0,1248.0,2,0,1,1,0,1,1,1,1,0
31.0,0.0,1219.0,7.0,104.0,1082.0,1,1,0,0,2412.0,2,0,1,1,1,1,2,1,1,1
41.0,0.0,6523.0,0.0,13.0,0.0,1,1,0,0,6536.0,1,0,1,0,1,0,1,1,1,0
32.0,1.0,946.0,2.0,0.0,0.0,0,1,0,0,949.0,1,1,0,0,1,1,2,1,1,0
21.0,1219.0,742.0,5.0,324.0,0.0,0,1,0,0,2290.0,2,1,1,0,1,1,2,1,1,0
36.0,5.0,623.0,88.0,5.0,1.0,0,1,0,0,722.0,3,1,1,1,1,1,2,1,1,1
45.0,878.0,0.0,430.0,0.0,0.0,2,1,0,0,1308.0,1,1,0,0,0,1,1,1,1,0
41.0,139.0,666.0,6.0,71.0,25.0,0,1,0,0,907.0,3,1,1,1,1,1,2,1,1,0
21.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
42.0,1246.0,35.0,16.0,0.0,0.0,2,1,0,0,1297.0,1,1,0,0,1,1,2,1,1,0
22.0,213.0,85.0,352.0,12.0,1.0,0,1,0,0,663.0,3,1,1,1,1,1,2,1,1,1
18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
56.0,0.0,1721.0,0.0,96.0,0.0,0,1,0,0,1817.0,1,0,1,0,1,0,1,1,1,0
12.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
20.0,0.0,0.0,585.0,0.0,10.0,0,-1,2,0,595.0,1,0,0,1,0,1,1,1,1,0
25.0,113.0,0.0,0.0,1282.0,0.0,0,1,0,0,1395.0,2,1,1,0,0,0,0,1,0,0
25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
8.0,0.0,0.0,0.0,0.0,0.0,0,1,0,-1,0.0,0,0,0,0,0,0,0,0,0,0
17.0,44.0,1535.0,10.0,51.0,0.0,0,1,1,0,1640.0,2,1,1,0,1,1,2,1,1,1
31.0,1226.0,0.0,1.0,0.0,0.0,2,1,0,0,1227.0,1,1,0,0,0,1,1,1,1,0
43.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
41.0,0.0,371.0,0.0,1701.0,21.0,1,1,0,0,2093.0,2,0,1,1,1,0,1,1,1,0
33.0,270.0,412.0,1.0,308.4769036733407,5.0,0,1,2,0,996.4769036733408,3,1,1,1,1,1,2,1,1,0
26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
35.0,12.0,687.0,46.0,2.0,0.0,0,1,0,0,747.0,2,1,1,0,1,1,2,1,1,0
15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
31.0,0.0,4334.0,55.0,56.0,306.7894819713431,0,1,0,0,4751.789481971343,2,0,1,1,1,1,2,1,1,1
8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
21.0,0.0,80.0,255.0,0.0,5190.0,0,1,0,0,5525.0,1,0,0,1,1,1,2,1,1,0
15.0,1336.0,108.0,0.0,0.0,0.0,0,1,0,0,1444.0,1,1,0,0,1,0,1,1,1,0
20.0,0.0,0.0,264.0,451.0,0.0,0,1,0,0,715.0,1,0,1,0,0,1,1,1,1,0
18.0,113.0,0.0,0.0,117.0,817.0,2,1,0,0,1047.0,3,1,1,1,0,0,0,1,0,0
40.0,203.0,2.0,112.0,0.0,1065.0,2,1,0,0,1382.0,2,1,0,1,1,1,2,1,1,0
36.0,0.0,0.0,174.90603284902085,0.0,0.0,0,0,0,0,174.90603284902085,0,0,0,0,0,1,1,0,1,1
36.0,0.0,0.0,0.0,33.0,619.0,0,1,1,0,652.0,2,0,1,1,0,0,0,1,0,0
17.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,1
33.0,0.0,0.0,0.0,0.0,306.7894819713431,0,0,2,0,306.7894819713431,1,0,0,1,0,0,0,1,0,1
33.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
23.0,2210.0,0.0,89.0,0.0,0.0,2,1,0,0,2299.0,1,1,0,0,0,1,1,1,1,1
27.0,0.0,6.0,0.0,814.0,107.0,0,1,0,0,927.0,2,0,1,1,1,0,1,1,1,1
17.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
55.0,134.0,935.0,0.0,6.0,394.0,0,1,0,0,1469.0,3,1,1,1,1,0,1,1,1,0
57.0,274.0,8.0,0.0,19.0,466.0,0,1,2,0,767.0,3,1,1,1,1,0,1,1,1,0
25.0,1253.0,0.0,379.0,966.0,0.0,2,1,0,0,2598.0,2,1,1,0,0,1,1,1,1,0
38.0,20.0,0.0,751.0,0.0,2.0,0,1,0,0,773.0,2,1,0,1,0,1,1,1,1,1
33.0,0.0,688.0,2.0,0.0,426.0,0,1,2,0,1116.0,1,0,0,1,1,1,2,1,1,0
3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
43.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,43.0,3806.0,0.0,0.0,0.0,0,1,1,0,3849.0,1,1,0,0,1,0,1,1,1,0
23.0,2.0,598.0,20.0,0.0,189.0,0,1,0,0,809.0,2,1,0,1,1,1,2,1,1,0
24.0,0.0,2921.0,5.0,795.0,3155.0,1,1,0,0,6876.0,2,0,1,1,1,1,2,1,1,0
64.0,928.0,34.0,0.0,0.0,0.0,0,1,1,0,962.0,1,1,0,0,1,0,1,1,1,0
33.0,0.0,7139.0,22.0,0.0,553.0,1,1,0,1,7714.0,1,0,0,1,1,1,2,1,1,1
19.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
38.0,38.0,0.0,0.0,1520.0,67.0,0,1,0,0,1625.0,3,1,1,1,0,0,0,1,0,0
28.0,2.0,1210.0,195.0,0.0,0.0,0,1,0,0,1407.0,1,1,0,0,1,1,2,1,1,0
20.0,749.0,16.0,0.0,0.0,29.0,0,1,0,0,794.0,2,1,0,1,1,0,1,1,1,0
6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
18.0,611.0,174.0,0.0,4.0,15.0,0,1,0,0,804.0,3,1,1,1,1,0,1,1,1,0
34.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
18.0,0.0,297.0,0.0,588.0,23.0,0,1,0,0,908.0,2,0,1,1,1,0,1,1,1,0
48.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
14.0,1.0,804.0,0.0,8.0,65.0,0,1,0,0,878.0,3,1,1,1,1,0,1,1,1,0
17.0,0.0,0.0,174.90603284902085,0.0,1905.0,0,1,0,0,2079.906032849021,1,0,0,1,0,1,1,1,1,0
6.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
50.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
59.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
51.0,0.0,10.0,388.0,1380.0,0.0,0,1,0,0,1778.0,1,0,1,0,1,1,2,1,1,0
39.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
39.0,1663.0,0.0,262.0,229.0,0.0,0,1,1,0,2154.0,2,1,1,0,0,1,1,1,1,0
22.0,0.0,125.0,0.0,663.0,0.0,0,1,0,0,788.0,1,0,1,0,1,0,1,1,1,0
2.0,0.0,0.0,174.90603284902085,0.0,0.0,0,0,1,0,174.90603284902085,0,0,0,0,0,1,1,0,1,0
34.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
34.0,0.0,0.0,0.0,0.0,306.7894819713431,1,0,0,0,306.7894819713431,1,0,0,1,0,0,0,1,0,1
29.0,0.0,699.0,0.0,0.0,1955.0,1,1,0,0,2654.0,1,0,0,1,1,0,1,1,1,0
26.0,0.0,2768.0,0.0,5.0,559.0,1,1,0,0,3332.0,2,0,1,1,1,0,1,1,1,0
18.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
59.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
25.0,79.0,709.0,0.0,0.0,0.0,0,1,1,0,788.0,1,1,0,0,1,0,1,1,1,0
34.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
38.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
33.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
2.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
24.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
41.0,8.0,532.0,0.0,0.0,100.0,0,1,0,-1,640.0,2,1,0,1,1,0,1,1,1,1
22.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
21.0,742.0,0.0,15.0,0.0,0.0,0,1,2,0,757.0,1,1,0,0,0,1,1,1,1,0
22.0,222.89785157787045,0.0,137.0,671.0,306.7894819713431,0,1,0,0,1337.6873335492137,3,1,1,1,0,1,1,1,1,0
